quarter_idx,feature,entropy,weight,direction,coefficient_for_direction
30,composite_营业外收支净额_利润总额_TTM_x_svar,0.9949666256460271,0.03006972186051404,negative,-0.923652767001808
30,composite_营业外收支净额_利润总额_TTM_x_tms,0.9996564157257866,0.002052595899824126,negative,-0.9534991531380786
30,composite_营业外收支净额_利润总额_TTM_x_mtr,0.9949666256460273,0.030069721860512714,positive,1.1339800250287917
30,composite_销售毛利率_TTM_x_infl,0.9909089875184779,0.054310328921603576,positive,0.9754530404644636
30,composite_流通市值_x_infl,0.8867768196170168,0.67640300578713,negative,-0.9873696403054226
30,composite_营业外收支净额_利润总额_TTM_x_m2gr,0.9949666256460273,0.030069721860512714,positive,1.1132019312139527
30,composite_营业利润_利润总额_TTM_x_de,0.9977533436565119,0.013421678304440719,negative,-1.18449919210086
30,composite_总资产周转率_TTM_x_de,0.9952906038048849,0.028134254231716477,negative,-0.8348849386333613
30,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,0.9957199052190397,0.02556957828867379,negative,-0.7066216275243337
30,composite_市盈率PE_TTM_x_tms,0.9976666084374003,0.013939840422094181,negative,-0.6695022954059169
