quarter_idx,window_start,window_end,step,selected_feature,coefficient,train_r2,train_rankic,selection_abs_corr,sse_improvement,valid_rankic_if_available
22,10,21,12,composite_经营活动产生的现金流量净额_营业收入_TTM_x_de,1.04638414831488,0.04792155438330836,0.2542103212699376,0.04068297619909934,0.0018001725708270753,-0.04411585639561156
22,10,21,13,composite_营业收入_1年_增长率_x_ntis,-0.9114392118906018,0.049317975898409694,0.2545996238387478,0.038020214539386095,0.0014667084645497326,-0.04411585639561156
22,10,21,14,composite_经营活动产生的现金流量净额_营业收入_TTM_x_svar,1.0151978422222538,0.05087306875786102,0.25473206223315265,0.03804084078353285,0.0016357655031091023,-0.04411585639561156
22,10,21,15,composite_营业外收支净额_利润总额_TTM_x_tms,-0.869683916784317,0.05214330794645439,0.2638984068086901,0.036301454577471005,0.0013383238287538355,-0.04411585639561156
23,11,22,1,composite_销售毛利率_TTM_x_infl,2.0373835287381348,0.006499748099451641,0.06385507145290911,0.08062101524696601,0.0064997480994516904,-0.13788084209482923
23,11,22,2,composite_总资产报酬率_TTM_x_itgr,-1.6571794072632233,0.010796092771301224,0.08187443015712412,0.06573098256966058,0.004324452523923021,-0.13788084209482923
23,11,22,3,composite_市净率PB_LF_x_bm,-1.5689619428396915,0.01462156123692604,0.12950368589666064,0.06195178631667385,0.003867219324216069,-0.13788084209482923
23,11,22,4,composite_市净率PB_LF_x_infl,1.8627460106351617,0.01942659562182203,0.16774310486734365,0.06566982488706521,0.004876334001104893,-0.13788084209482923
23,11,22,5,composite_市净率PB_LF_x_de,2.3935198057147713,0.024784905552861725,0.180659844296278,0.05713145407258006,0.005464465900375477,-0.13788084209482923
23,11,22,6,composite_营业收入_1年_增长率_x_itgr,1.3203302011398275,0.027509168710082577,0.20934431895727643,0.05280083860304646,0.002793499785568047,-0.13788084209482923
23,11,22,7,composite_市净率PB_LF_x_itgr,-1.5525714798566663,0.030733661822961666,0.2154406423280595,0.0532220525928832,0.003315705412463594,-0.13788084209482923
23,11,22,8,composite_流通市值_x_mtr,1.2437680279514818,0.033137269696604243,0.21957182243724532,0.049605198520584134,0.0024798218807052766,-0.13788084209482923
23,11,22,9,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,-1.0701347674944799,0.03491249577366706,0.22676598401861944,0.04263412093828179,0.0018360683698148501,-0.13788084209482923
23,11,22,10,composite_净资产收益率_1年_增长率_x_bm,-1.0485610018193379,0.03661221346625998,0.22740736083529042,0.04169886896556203,0.0017612057820139326,-0.13788084209482923
23,11,22,11,composite_销售毛利率_TTM_x_bm,1.0199977891016745,0.038065037896518716,0.23427099351582475,0.036672275924877755,0.001508037002924888,-0.13788084209482923
23,11,22,12,composite_经营活动净收益_利润总额_TTM_x_mtr,0.960889036344948,0.03949586635715363,0.23729777198849697,0.03836772114879271,0.0014874482340324967,-0.13788084209482923
23,11,22,13,composite_净资产收益率_TTM_x_mtr,0.9634335657773242,0.040770353879749366,0.24022333612151,0.034110550144058824,0.0013268943651101135,-0.13788084209482923
23,11,22,14,composite_营业外收支净额_利润总额_TTM_x_bm,-0.8450497651521663,0.04186046049655012,0.24022186174135632,0.03328510428372824,0.0011364396640678935,-0.13788084209482923
23,11,22,15,composite_营业外收支净额_利润总额_TTM_x_m2gr,-1.938750557125782,0.045107642792431735,0.2467426271083436,0.04324091562081111,0.003389049467225166,-0.13788084209482923
24,12,23,1,composite_市净率PB_LF_x_ep,-2.214842713859995,0.007182718313296976,0.141578687519073,0.08475091924750536,0.0071827183132970205,0.055264671226562374
24,12,23,2,composite_销售毛利率_TTM_x_infl,1.8558295113125993,0.012189904084760284,0.15431397633290111,0.0707651508395985,0.005043411173258951,0.055264671226562374
24,12,23,3,composite_市净率PB_LF_x_bm,-1.6978188832573053,0.01627532892210426,0.16523714231836376,0.0632714238718321,0.004135840334329354,0.055264671226562374
24,12,23,4,composite_市净率PB_LF_x_itgr,-2.324695555680019,0.02211931790202637,0.20272844210035926,0.06623766193570073,0.005940675426507905,0.055264671226562374
24,12,23,5,composite_市净率PB_LF_x_ntis,-2.182770840898681,0.02823752313935901,0.20940477919021291,0.07407496202314028,0.006256596892993617,0.055264671226562374
24,12,23,6,composite_净资产收益率_TTM_x_ntis,-1.3114917323952642,0.03072914438543395,0.22593826338920023,0.05036570049055886,0.0025640229021029193,0.055264671226562374
24,12,23,7,composite_总市值_证监会算法_x_itgr,-1.4391411770637224,0.033419796888831454,0.23276895024928337,0.049628381115541846,0.002775955232545951,0.055264671226562374
24,12,23,8,composite_营业收入_1年_增长率_x_ntis,-1.218739008238139,0.035575129160619,0.23886004081758125,0.04700921995409573,0.002229853523639433,0.055264671226562374
24,12,23,9,composite_市净率PB_LF_x_infl,1.5234080472952458,0.038118746600786735,0.2529359508210905,0.04443240498124517,0.0026374448825172243,0.055264671226562374
24,12,23,10,composite_营业利润_1年_增长率_x_bm,-0.9927952080380189,0.039545536384971935,0.25085355956622657,0.0382946462015453,0.0014833325622503866,0.055264671226562374
24,12,23,11,composite_营业外收支净额_利润总额_TTM_x_bm,-0.9744659848724324,0.04091006460375968,0.2475498372264693,0.03734013817604763,0.0014207109972208694,0.055264671226562374
