quarter_idx,split,stock_id,stock_name,future_return_1q,stagewise_pred,stagewise_rank,stagewise_rank_pct,selected_feature_count,selected_features,promethee_phi_plus,promethee_phi_minus,promethee_net_flow,promethee_rank,preference_function,pure_stagewise_score,pure_promethee_score,hybrid_score_70_30,hybrid_score_50_50,hybrid_score_30_70,robust__pure_stagewise_score__none
13,train,000513.SZ,丽珠集团,-5.03000857387826,-1.6731124393314487,962.0,0.32514044943820225,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.18493158815876518,0.09182701348453517,0.09310457467423,351.0,linear,0.32514044943820225,0.7542134831460674,0.6467696629213483,0.5270365168539326,0.425561797752809,0.32514044943820225
13,train,000518.SZ,四环生物,-12.7139364303179,10.403925408044545,7.0,0.9957865168539326,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.5567663117924279,0.02903198586729827,0.5277343259251296,11.0,linear,0.9957865168539326,0.9929775280898876,0.9971910112359551,0.9971910112359551,0.9964887640449438,0.9957865168539326
13,train,000519.SZ,中兵红箭,-11.6880978532462,-1.3292194275378624,920.0,0.35463483146067415,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.04816916186702549,0.14663639023370778,-0.09846722836668229,1005.0,linear,0.35463483146067415,0.2949438202247191,0.27668539325842695,0.2791432584269663,0.2907303370786517,0.35463483146067415
13,train,000521.SZ,长虹美菱,-6.97061176262136,1.7381612661090986,530.0,0.6285112359550562,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.052201653131277614,0.18794968476483148,-0.13574803163355387,1164.0,linear,0.6285112359550562,0.18328651685393257,0.2808988764044944,0.36235955056179775,0.4943820224719101,0.6285112359550562
13,train,000523.SZ,红棉股份,-4.3782837127846,3.2227844960452763,361.0,0.7471910112359551,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.11879701446013471,0.21189346753981306,-0.09309645307967834,981.0,linear,0.7471910112359551,0.31179775280898875,0.42134831460674155,0.5154494382022472,0.6509831460674157,0.7471910112359551
13,train,000528.SZ,柳工,-12.577334991423,-4.800375549080009,1285.0,0.09831460674157304,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.04190378700052819,0.16389958757764017,-0.12199580057711198,1108.0,linear,0.09831460674157304,0.2226123595505618,0.14536516853932585,0.11867977528089887,0.10182584269662921,0.09831460674157304
13,train,000529.SZ,广弘控股,-7.14400492673447,-1.911908200914622,997.0,0.300561797752809,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.04009195689218932,0.1363941816935083,-0.09630222480131899,999.0,linear,0.300561797752809,0.2991573033707865,0.261938202247191,0.24508426966292135,0.25280898876404495,0.300561797752809
13,train,000530.SZ,冰山冷热,-9.0146750524109,-1.6948338045656686,966.0,0.3223314606741573,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.029515100957794718,0.18913122210115188,-0.15961612114335716,1244.0,linear,0.3223314606741573,0.1271067415730337,0.14606741573033707,0.16924157303370788,0.21839887640449437,0.3223314606741573
13,train,000533.SZ,顺钠股份,-19.2090395480226,4.144344892529221,277.0,0.8061797752808989,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.3410807725281143,0.20010570240342404,0.14097507012469027,233.0,linear,0.8061797752808989,0.8370786516853933,0.875,0.8774578651685393,0.8616573033707865,0.8061797752808989
13,train,000534.SZ,万泽股份,-16.4410058027079,2.3919862333071933,448.0,0.6860955056179775,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.22056639833253266,0.06190740316188896,0.1586589951706437,209.0,linear,0.6860955056179775,0.8539325842696629,0.8574438202247191,0.8402387640449438,0.7914325842696629,0.6860955056179775
