experiment_id,quarter_idx,rolling_window_start,rolling_window_end,step,selected_feature,coefficient,residual_correlation,train_r2,train_rankic,marginal_improvement
sw_009,25,13,24,1,composite_总市值_证监会算法_x_bm,3.5840082732262455,0.08298630649799711,0.006886727066179543,0.09747451408520331,0.006886727066179533
sw_009,25,13,24,2,composite_市净率PB_LF_x_svar,2.893071277433359,0.06706133499005111,0.011353945064079496,0.12983070062578675,0.004498195844974581
sw_009,25,13,24,3,composite_净资产收益率_TTM_x_ntis,-2.591489244625962,0.05913078324051415,0.01488366035070976,0.15802989221963726,0.0035702517286219314
sw_009,25,13,24,4,composite_流通市值_x_svar,2.344249909833686,0.05044362743028725,0.01759951935671411,0.1613275930030754,0.002756891644870275
sw_009,25,13,24,5,composite_流通市值_x_m2gr,1.8396452907531253,0.04056123457431698,0.019312138767362486,0.16968668134433332,0.0017433006644367354
sw_009,25,13,24,6,composite_市现率PCF_经营性现金流TTM_x_m2gr,-1.6723856986025263,0.038865715057931495,0.020803258663927515,0.173111194993496,0.0015204836885517848
sw_009,25,13,24,7,composite_市净率PB_LF_x_mtr,-1.6008303553609617,0.036449813277413035,0.022139452421033545,0.18396013516714887,0.0013645814989976931
sw_009,25,13,24,8,composite_市盈率PE_TTM_x_m2gr,-1.369123153354086,0.030291652244361943,0.023089516253233855,0.1839254574241306,0.0009715739473818985
sw_009,25,13,24,9,composite_销售毛利率_TTM_x_de,-1.2358583298287196,0.028192836730652447,0.02388685422371417,0.18566299902542258,0.0008161832468234797
sw_009,25,13,24,10,composite_销售毛利率_TTM_x_itgr,-1.258548045861997,0.027635598910362554,0.024682440854728482,0.18692430699738444,0.0008150557488718239
sw_009,25,13,24,11,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,-1.2797967158905716,0.02687342991905769,0.02546927454453951,0.18887543437702708,0.0008067461540429402
sw_009,25,13,24,12,composite_市净率PB_LF_x_de,1.5185534151723215,0.02414175459494995,0.026307306647723294,0.18830201819052989,0.0008599339982760502
sw_009,26,14,25,1,composite_总市值_证监会算法_x_bm,3.9788305047754196,0.09157965955660302,0.008386834044503133,0.1104073201289831,0.008386834044503171
sw_009,26,14,25,2,composite_市净率PB_LF_x_svar,3.014598969973262,0.06955413919825398,0.013186170529242536,0.13851341644456341,0.0048399281589961915
sw_009,26,14,25,3,composite_净资产收益率_TTM_x_ntis,-2.6344270892800057,0.059793135792483035,0.01678943170858538,0.1650002977052146,0.0036514092848448183
sw_009,26,14,25,4,composite_总市值_证监会算法_x_svar,2.7175941846400344,0.05810726956995378,0.020389789198747343,0.17010825005978958,0.003661837663541956
sw_009,26,14,25,5,composite_市销率PS_TTM_x_m2gr,-1.922823913897611,0.04413629679390569,0.022322974369417214,0.18064944139916425,0.001973422846510194
sw_009,26,14,25,6,composite_市净率PB_LF_x_itgr,-1.919562791541487,0.04193923886464066,0.02415513352259624,0.1866104749278393,0.0018739922337823074
sw_009,26,14,25,7,composite_销售净利率_TTM_x_itgr,-1.4393547754927065,0.028885981650943377,0.025100782032592694,0.18884790968130863,0.0009690561916977939
sw_009,26,14,25,8,composite_销售毛利率_TTM_x_de,-1.3535521031703661,0.02972183811371903,0.026014988278481033,0.19134745129406014,0.000937744362739767
sw_009,26,14,25,9,composite_市现率PCF_经营性现金流TTM_x_m2gr,-1.207657296142572,0.02394822550243922,0.026672210595805823,0.18985279586933237,0.0006747766232697508
sw_009,26,14,25,10,composite_净资产收益率_TTM_x_ep,1.304874568361384,0.023335083181878144,0.027363854275352817,0.19352032953404652,0.0007105968688824529
sw_009,26,14,25,11,composite_营业外收支净额_利润总额_TTM_x_de,1.0741819636518697,0.024405135860942898,0.027956983134108104,0.1941141916601364,0.0006098157685816138
sw_009,26,14,25,12,composite_流通市值_x_infl,-1.411754999319381,0.024875683525370246,0.028753749026507402,0.19594368160419948,0.0008196817204327811
sw_009,27,15,26,1,composite_市净率PB_LF_x_svar,3.5666342737147496,0.08126053221006087,0.006603274095062228,0.10502932955217162,0.006603274095062196
sw_009,27,15,26,2,composite_总市值_证监会算法_x_bm,3.2048811134700275,0.07334961879425647,0.011948548900730716,0.12955294960913571,0.005380805740827501
sw_009,27,15,26,3,composite_流通市值_x_svar,2.737524732001851,0.060111121929631334,0.015676889797116456,0.1385837003895837,0.0037734278839808735
sw_009,27,15,26,4,composite_净资产收益率_TTM_x_ntis,-2.8904198432504797,0.06234533081022753,0.019757524398037796,0.16167868380061012,0.004145625108893607
sw_009,27,15,26,5,composite_销售毛利率_TTM_x_m2gr,-1.722136230965577,0.03942736121326714,0.02129153802559014,0.17017325660011706,0.0015649328260441504
