experiment_id,preprocessing_method,winsorize_quantile,scaling_method,rolling_window,max_selected_features,selection_objective,refit_method,ridge_alpha,feature_corr_threshold,min_improvement,promethee_top_n,entropy_weight_method,preference_function,min_selected_count,sign_stability_threshold,hybrid_score_name,top_k,train_rankic,valid_rankic,test_rankic,valid_annualized_return,valid_sharpe,valid_alpha,valid_max_drawdown,valid_turnover,test_annualized_return,test_sharpe,test_alpha,test_max_drawdown,test_turnover,rating_separation,selected_as_final,reason,valid_score
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_stagewise_score,15,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.9630752366570312,4.053325743808349,0.5904453757121617,0.0,0.95,0.0231498734970563,0.1941264199780926,0.0167571422906219,-0.0798791734027805,0.8266666666666665,5.496216061711214,False,,1.3581756766676307
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_stagewise_score,20,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.8667776258507391,4.468827471699051,0.5347641670673029,0.0,0.9375000000000004,0.0149774931282504,0.1067908775828568,0.0043485376430544,-0.0707968820198481,0.8100000000000003,5.496216061711214,False,,1.2980207341410075
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_stagewise_score,30,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.6512354037833421,5.12973145408204,0.4343626648499867,0.0,0.9250000000000012,0.0235529472981257,0.1650731583121914,0.0107750920640909,-0.0509031074614458,0.7800000000000008,5.496216061711214,False,,1.150459064261811
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_stagewise_score,50,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.5610231932102019,4.284859455365778,0.3592806604557909,0.0,0.9450000000000008,0.0249425475940949,0.1711601149201975,0.010570998082785,-0.0307893038279569,0.7200000000000003,5.496216061711214,False,,0.9690764096285408
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_promethee_score,10,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.074612297435141,0.2598404499098994,-0.0564695962750922,-0.1548705757191087,0.6500000000000001,-0.1573179434280422,-0.7844564920887875,-0.1818217909579919,-0.0934884503170383,1.0000000000000002,-7.7240417839798114,False,,-0.1997172798538444
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_promethee_score,15,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.0391163070079971,0.1207236049237979,-0.1233320567558756,-0.1959811449388244,0.5499999999999999,-0.1573653845550745,-0.7976259364651713,-0.1828251932635111,-0.1035706102173948,0.9866666666666666,-7.7240417839798114,False,,-0.3002799590516446
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_promethee_score,20,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.0474757367728815,0.149224404652665,-0.1530312547927705,-0.2053970344388586,0.5125000000000002,-0.1609600201141859,-0.8821084536982763,-0.1869296072778022,-0.1022618532235511,0.9900000000000004,-7.7240417839798114,False,,-0.3115385928016657
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_promethee_score,30,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.0583233425218583,0.2004076709015552,-0.141613863092387,-0.1861700242363346,0.4583333333333335,-0.1435302465267633,-0.9086314930625712,-0.1669851193157211,-0.1030444331042382,0.9400000000000012,-7.7240417839798114,False,,-0.2610974540298789
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,pure_promethee_score,50,-0.0389517192624653,0.1371290048473518,0.064884644319539,-0.0121051759500139,-0.039699664515849,-0.1934845182793473,-0.201671627989376,0.3400000000000001,-0.1190110165575959,-0.6765714063065692,-0.1402305808290233,-0.1003544658711312,0.8480000000000005,-7.7240417839798114,False,,-0.3543968823524699
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_70_30,10,-0.0389517192624653,0.1371290048473518,0.064884644319539,-0.0973854142229933,-0.2842016004251378,-0.2177348409610151,-0.1984243158024602,0.7500000000000001,-0.097908794585754,-0.4676002610499172,-0.1146586304316964,-0.0233811247483953,0.9200000000000004,-6.734449678531853,False,,-0.514510600354993
